"county","period","Deficiency","Cases"
"Kilifi","2023-02-26","underweight_child",4212
"Kilifi","2023-02-26","acute_malnutrition",428
"Kilifi","2023-02-26","diarrhoea_cases",7437
"Kilifi","2023-02-26","stunted_child",2614
"Kilifi","2023-03-26","total_dewormed",6965
"Kilifi","2023-03-26","underweight_child",3955
"Kilifi","2023-03-26","acute_malnutrition",103
"Kilifi","2023-03-26","diarrhoea_cases",7335
"Kilifi","2023-03-26","stunted_child",2118
"Kilifi","2023-04-30","total_dewormed",7944
"Kilifi","2023-04-30","underweight_child",4324
"Kilifi","2023-04-30","acute_malnutrition",127
"Kilifi","2023-04-30","diarrhoea_cases",13491
"Kilifi","2023-04-30","stunted_child",2469
"Kilifi","2023-05-28","total_dewormed",85912
"Kilifi","2023-05-28","underweight_child",3831
"Kilifi","2023-05-28","acute_malnutrition",232
"Kilifi","2023-05-28","diarrhoea_cases",11064
"Kilifi","2023-05-28","stunted_child",2465
"Kilifi","2021-12-26","total_dewormed",6567
"Kilifi","2021-12-26","underweight_child",2585
"Kilifi","2021-12-26","acute_malnutrition",76
"Kilifi","2021-12-26","diarrhoea_cases",10095
"Kilifi","2021-12-26","stunted_child",1571
"Kilifi","2022-01-30","total_dewormed",6844
"Kilifi","2022-01-30","underweight_child",2319
"Kilifi","2022-01-30","acute_malnutrition",191
"Kilifi","2022-01-30","diarrhoea_cases",7829
"Kilifi","2022-01-30","stunted_child",1867
"Kilifi","2022-02-27","total_dewormed",7719
"Kilifi","2022-02-27","underweight_child",2728
"Kilifi","2022-02-27","acute_malnutrition",16
"Kilifi","2022-02-27","diarrhoea_cases",5786
"Kilifi","2022-02-27","stunted_child",1963
"Kilifi","2022-03-27","total_dewormed",6217
"Kilifi","2022-03-27","underweight_child",2134
"Kilifi","2022-03-27","acute_malnutrition",2
"Kilifi","2022-03-27","diarrhoea_cases",5279
"Kilifi","2022-03-27","stunted_child",1985
"Kilifi","2022-05-01","total_dewormed",7404
"Kilifi","2022-05-01","underweight_child",2499
"Kilifi","2022-05-01","acute_malnutrition",24
"Kilifi","2022-05-01","diarrhoea_cases",9072
"Kilifi","2022-05-01","stunted_child",2127
"Kilifi","2022-05-29","total_dewormed",66427
"Kilifi","2022-05-29","underweight_child",2309
"Kilifi","2022-05-29","acute_malnutrition",33
"Kilifi","2022-05-29","diarrhoea_cases",12302
"Kilifi","2022-05-29","stunted_child",2479
"Kilifi","2022-06-26","total_dewormed",6113
"Kilifi","2022-06-26","underweight_child",2275
"Kilifi","2022-06-26","acute_malnutrition",33
"Kilifi","2022-06-26","diarrhoea_cases",9906
"Kilifi","2022-06-26","stunted_child",1819
"Kilifi","2022-07-31","total_dewormed",6846
"Kilifi","2022-07-31","underweight_child",2872
"Kilifi","2022-07-31","acute_malnutrition",20
"Kilifi","2022-07-31","diarrhoea_cases",10216
"Kilifi","2022-07-31","stunted_child",1884
"Kilifi","2022-08-28","total_dewormed",7738
"Kilifi","2022-08-28","underweight_child",3157
"Kilifi","2022-08-28","acute_malnutrition",87
"Kilifi","2022-08-28","diarrhoea_cases",6350
"Kilifi","2022-08-28","stunted_child",2179
"Kilifi","2022-09-25","total_dewormed",8146
"Kilifi","2022-09-25","underweight_child",3370
"Kilifi","2022-09-25","acute_malnutrition",236
"Kilifi","2022-09-25","diarrhoea_cases",5042
"Kilifi","2022-09-25","stunted_child",2422
"Kilifi","2022-10-30","total_dewormed",86916
"Kilifi","2022-10-30","underweight_child",3176
"Kilifi","2022-10-30","acute_malnutrition",128
"Kilifi","2022-10-30","diarrhoea_cases",6146
"Kilifi","2022-10-30","stunted_child",2649
"Kilifi","2022-11-27","total_dewormed",6062
"Kilifi","2022-11-27","underweight_child",3209
"Kilifi","2022-11-27","acute_malnutrition",76
"Kilifi","2022-11-27","diarrhoea_cases",5597
"Kilifi","2022-11-27","stunted_child",2039
"Kilifi","2020-12-27","total_dewormed",2482
"Kilifi","2020-12-27","underweight_child",1153
"Kilifi","2020-12-27","acute_malnutrition",1
"Kilifi","2020-12-27","diarrhoea_cases",2960
"Kilifi","2020-12-27","stunted_child",805
"Kilifi","2021-01-31","total_dewormed",2890
"Kilifi","2021-01-31","underweight_child",1194
"Kilifi","2021-01-31","acute_malnutrition",78.6
"Kilifi","2021-01-31","diarrhoea_cases",4498
"Kilifi","2021-01-31","stunted_child",739
"Kilifi","2021-02-28","total_dewormed",7674
"Kilifi","2021-02-28","underweight_child",2834
"Kilifi","2021-02-28","acute_malnutrition",4
"Kilifi","2021-02-28","diarrhoea_cases",8612
"Kilifi","2021-02-28","stunted_child",1801
"Kilifi","2021-03-28","total_dewormed",6301
"Kilifi","2021-03-28","underweight_child",2425
"Kilifi","2021-03-28","acute_malnutrition",4
"Kilifi","2021-03-28","diarrhoea_cases",6005
"Kilifi","2021-03-28","stunted_child",1359
"Kilifi","2021-04-25","total_dewormed",127503
"Kilifi","2021-04-25","underweight_child",2175
"Kilifi","2021-04-25","acute_malnutrition",3
"Kilifi","2021-04-25","diarrhoea_cases",8403
"Kilifi","2021-04-25","stunted_child",1164
"Kilifi","2021-05-30","total_dewormed",104764
"Kilifi","2021-05-30","underweight_child",2062
"Kilifi","2021-05-30","acute_malnutrition",10
"Kilifi","2021-05-30","diarrhoea_cases",6633
"Kilifi","2021-05-30","stunted_child",1280
"Kilifi","2021-06-27","total_dewormed",5834
"Kilifi","2021-06-27","underweight_child",2441
"Kilifi","2021-06-27","acute_malnutrition",2
"Kilifi","2021-06-27","diarrhoea_cases",8711
"Kilifi","2021-06-27","stunted_child",1413
"Kilifi","2021-08-01","total_dewormed",7053
"Kilifi","2021-08-01","underweight_child",2487
"Kilifi","2021-08-01","acute_malnutrition",27.8
"Kilifi","2021-08-01","diarrhoea_cases",9181
"Kilifi","2021-08-01","stunted_child",1606
"Kilifi","2021-08-29","total_dewormed",7235
"Kilifi","2021-08-29","underweight_child",2210
"Kilifi","2021-08-29","acute_malnutrition",1
"Kilifi","2021-08-29","diarrhoea_cases",6971
"Kilifi","2021-08-29","stunted_child",1377
"Kilifi","2021-09-26","total_dewormed",6982
"Kilifi","2021-09-26","underweight_child",2428
"Kilifi","2021-09-26","acute_malnutrition",2
"Kilifi","2021-09-26","diarrhoea_cases",6704
"Kilifi","2021-09-26","stunted_child",1650
"Kilifi","2021-10-31","total_dewormed",35623
"Kilifi","2021-10-31","underweight_child",2707
"Kilifi","2021-10-31","acute_malnutrition",9
"Kilifi","2021-10-31","diarrhoea_cases",8185
"Kilifi","2021-10-31","stunted_child",1707
"Kilifi","2021-11-28","total_dewormed",130939
"Kilifi","2021-11-28","underweight_child",2344
"Kilifi","2021-11-28","acute_malnutrition",11
"Kilifi","2021-11-28","diarrhoea_cases",7205
"Kilifi","2021-11-28","stunted_child",1473
"Kirinyaga","2023-01-01","total_dewormed",2148
"Kirinyaga","2023-01-01","underweight_child",818
"Kirinyaga","2023-01-01","acute_malnutrition",105.4
"Kirinyaga","2023-01-01","diarrhoea_cases",2040
"Kirinyaga","2023-01-01","stunted_child",182
"Kirinyaga","2023-01-29","total_dewormed",2041
"Kirinyaga","2023-01-29","underweight_child",726
"Kirinyaga","2023-01-29","acute_malnutrition",9
"Kirinyaga","2023-01-29","diarrhoea_cases",2437
"Kirinyaga","2023-01-29","stunted_child",171
"Kirinyaga","2023-02-26","total_dewormed",2638
"Kirinyaga","2023-02-26","underweight_child",860
"Kirinyaga","2023-02-26","acute_malnutrition",5
"Kirinyaga","2023-02-26","diarrhoea_cases",2259
"Kirinyaga","2023-02-26","stunted_child",291
"Kirinyaga","2023-03-26","total_dewormed",2383
"Kirinyaga","2023-03-26","underweight_child",834
"Kirinyaga","2023-03-26","acute_malnutrition",3
"Kirinyaga","2023-03-26","diarrhoea_cases",2288
"Kirinyaga","2023-03-26","stunted_child",180
"Kirinyaga","2023-04-30","total_dewormed",2917
"Kirinyaga","2023-04-30","underweight_child",1094
"Kirinyaga","2023-04-30","acute_malnutrition",3
"Kirinyaga","2023-04-30","diarrhoea_cases",2728
"Kirinyaga","2023-04-30","stunted_child",236
"Kirinyaga","2023-05-28","total_dewormed",36769
"Kirinyaga","2023-05-28","underweight_child",981
"Kirinyaga","2023-05-28","acute_malnutrition",56.6
"Kirinyaga","2023-05-28","diarrhoea_cases",1645
"Kirinyaga","2023-05-28","stunted_child",198
"Kirinyaga","2021-12-26","total_dewormed",2012
"Kirinyaga","2021-12-26","underweight_child",714
"Kirinyaga","2021-12-26","acute_malnutrition",86
"Kirinyaga","2021-12-26","diarrhoea_cases",1610
"Kirinyaga","2021-12-26","stunted_child",214
"Kirinyaga","2022-01-30","total_dewormed",1617
"Kirinyaga","2022-01-30","underweight_child",684
"Kirinyaga","2022-01-30","acute_malnutrition",1
"Kirinyaga","2022-01-30","diarrhoea_cases",1979
"Kirinyaga","2022-01-30","stunted_child",231
"Kirinyaga","2022-02-27","total_dewormed",2274
"Kirinyaga","2022-02-27","underweight_child",935
"Kirinyaga","2022-02-27","acute_malnutrition",22.4
"Kirinyaga","2022-02-27","diarrhoea_cases",1531
"Kirinyaga","2022-02-27","stunted_child",565
"Kirinyaga","2022-03-27","total_dewormed",1833
"Kirinyaga","2022-03-27","underweight_child",715
"Kirinyaga","2022-03-27","acute_malnutrition",173.6
"Kirinyaga","2022-03-27","diarrhoea_cases",1859
"Kirinyaga","2022-03-27","stunted_child",145
"Kirinyaga","2022-05-01","total_dewormed",2339
"Kirinyaga","2022-05-01","underweight_child",655
"Kirinyaga","2022-05-01","acute_malnutrition",48.2
"Kirinyaga","2022-05-01","diarrhoea_cases",1895
"Kirinyaga","2022-05-01","stunted_child",293
"Kirinyaga","2022-05-29","total_dewormed",40278
"Kirinyaga","2022-05-29","underweight_child",756
"Kirinyaga","2022-05-29","acute_malnutrition",68.4
"Kirinyaga","2022-05-29","diarrhoea_cases",2341
"Kirinyaga","2022-05-29","stunted_child",359
"Kirinyaga","2022-06-26","total_dewormed",1957
"Kirinyaga","2022-06-26","underweight_child",724
"Kirinyaga","2022-06-26","acute_malnutrition",161.8
"Kirinyaga","2022-06-26","diarrhoea_cases",1713
"Kirinyaga","2022-06-26","stunted_child",191
"Kirinyaga","2022-07-31","total_dewormed",2318
"Kirinyaga","2022-07-31","underweight_child",734
"Kirinyaga","2022-07-31","acute_malnutrition",137.8
"Kirinyaga","2022-07-31","diarrhoea_cases",1689
"Kirinyaga","2022-07-31","stunted_child",115
"Kirinyaga","2022-08-28","total_dewormed",2241
"Kirinyaga","2022-08-28","underweight_child",766
"Kirinyaga","2022-08-28","acute_malnutrition",2
"Kirinyaga","2022-08-28","diarrhoea_cases",2313
"Kirinyaga","2022-08-28","stunted_child",182
"Kirinyaga","2022-09-25","total_dewormed",2009
"Kirinyaga","2022-09-25","underweight_child",717
"Kirinyaga","2022-09-25","acute_malnutrition",1
"Kirinyaga","2022-09-25","diarrhoea_cases",2022
"Kirinyaga","2022-09-25","stunted_child",131
"Kirinyaga","2022-10-30","total_dewormed",39484
"Kirinyaga","2022-10-30","underweight_child",716
"Kirinyaga","2022-10-30","acute_malnutrition",50
"Kirinyaga","2022-10-30","diarrhoea_cases",1809
"Kirinyaga","2022-10-30","stunted_child",152
"Kirinyaga","2022-11-27","total_dewormed",1965
"Kirinyaga","2022-11-27","underweight_child",668
"Kirinyaga","2022-11-27","acute_malnutrition",81
"Kirinyaga","2022-11-27","diarrhoea_cases",1571
"Kirinyaga","2022-11-27","stunted_child",112
"Kirinyaga","2020-12-27","total_dewormed",1666
"Kirinyaga","2020-12-27","underweight_child",580
"Kirinyaga","2020-12-27","acute_malnutrition",13
"Kirinyaga","2020-12-27","diarrhoea_cases",2804
"Kirinyaga","2020-12-27","stunted_child",99
"Kirinyaga","2021-01-31","total_dewormed",1604
"Kirinyaga","2021-01-31","underweight_child",378
"Kirinyaga","2021-01-31","acute_malnutrition",13.2
"Kirinyaga","2021-01-31","diarrhoea_cases",1902
"Kirinyaga","2021-01-31","stunted_child",129
"Kirinyaga","2021-02-28","total_dewormed",2110
"Kirinyaga","2021-02-28","underweight_child",500
"Kirinyaga","2021-02-28","acute_malnutrition",18.6
"Kirinyaga","2021-02-28","diarrhoea_cases",2095
"Kirinyaga","2021-02-28","stunted_child",125
"Kirinyaga","2021-03-28","total_dewormed",1762
"Kirinyaga","2021-03-28","underweight_child",529
"Kirinyaga","2021-03-28","acute_malnutrition",45.6
"Kirinyaga","2021-03-28","diarrhoea_cases",1504
"Kirinyaga","2021-03-28","stunted_child",186
"Kirinyaga","2021-04-25","total_dewormed",1765
"Kirinyaga","2021-04-25","underweight_child",863
"Kirinyaga","2021-04-25","acute_malnutrition",41.6
"Kirinyaga","2021-04-25","diarrhoea_cases",2195
"Kirinyaga","2021-04-25","stunted_child",222
"Kirinyaga","2021-05-30","total_dewormed",1682
"Kirinyaga","2021-05-30","underweight_child",565
"Kirinyaga","2021-05-30","acute_malnutrition",38.2
"Kirinyaga","2021-05-30","diarrhoea_cases",4114
"Kirinyaga","2021-05-30","stunted_child",240
"Kirinyaga","2021-06-27","total_dewormed",1739
"Kirinyaga","2021-06-27","underweight_child",670
"Kirinyaga","2021-06-27","acute_malnutrition",1
"Kirinyaga","2021-06-27","diarrhoea_cases",1742
"Kirinyaga","2021-06-27","stunted_child",636
"Kirinyaga","2021-08-01","total_dewormed",1495
"Kirinyaga","2021-08-01","underweight_child",777
"Kirinyaga","2021-08-01","acute_malnutrition",90.6
"Kirinyaga","2021-08-01","diarrhoea_cases",1740
"Kirinyaga","2021-08-01","stunted_child",534
"Kirinyaga","2021-08-29","total_dewormed",1470
"Kirinyaga","2021-08-29","underweight_child",917
"Kirinyaga","2021-08-29","acute_malnutrition",147.8
"Kirinyaga","2021-08-29","diarrhoea_cases",1665
"Kirinyaga","2021-08-29","stunted_child",396
"Kirinyaga","2021-09-26","total_dewormed",1583
"Kirinyaga","2021-09-26","underweight_child",742
"Kirinyaga","2021-09-26","acute_malnutrition",1
"Kirinyaga","2021-09-26","diarrhoea_cases",1503
"Kirinyaga","2021-09-26","stunted_child",283
"Kirinyaga","2021-10-31","total_dewormed",28429
"Kirinyaga","2021-10-31","underweight_child",808
"Kirinyaga","2021-10-31","acute_malnutrition",2
"Kirinyaga","2021-10-31","diarrhoea_cases",1783
"Kirinyaga","2021-10-31","stunted_child",337
"Kirinyaga","2021-11-28","total_dewormed",2171
"Kirinyaga","2021-11-28","underweight_child",670
"Kirinyaga","2021-11-28","acute_malnutrition",37.4
"Kirinyaga","2021-11-28","diarrhoea_cases",1567
"Kirinyaga","2021-11-28","stunted_child",285
"Kisii","2023-01-01","total_dewormed",3498
"Kisii","2023-01-01","underweight_child",172
"Kisii","2023-01-01","acute_malnutrition",4
"Kisii","2023-01-01","diarrhoea_cases",2359
"Kisii","2023-01-01","stunted_child",61
"Kisii","2023-01-29","total_dewormed",3335
"Kisii","2023-01-29","underweight_child",183
"Kisii","2023-01-29","acute_malnutrition",2
"Kisii","2023-01-29","diarrhoea_cases",2750
"Kisii","2023-01-29","stunted_child",79
"Kisii","2023-02-26","total_dewormed",4293
"Kisii","2023-02-26","underweight_child",501
"Kisii","2023-02-26","acute_malnutrition",3
"Kisii","2023-02-26","diarrhoea_cases",2938
"Kisii","2023-02-26","stunted_child",54
"Kisii","2023-03-26","total_dewormed",2963
"Kisii","2023-03-26","underweight_child",271
"Kisii","2023-03-26","acute_malnutrition",2
"Kisii","2023-03-26","diarrhoea_cases",2014
"Kisii","2023-03-26","stunted_child",92
"Kisii","2023-04-30","total_dewormed",3499
"Kisii","2023-04-30","underweight_child",445
"Kisii","2023-04-30","acute_malnutrition",26.6
"Kisii","2023-04-30","diarrhoea_cases",2246
"Kisii","2023-04-30","stunted_child",80
"Kisii","2023-05-28","total_dewormed",4516
"Kisii","2023-05-28","underweight_child",299
"Kisii","2023-05-28","acute_malnutrition",16
"Kisii","2023-05-28","diarrhoea_cases",2013
"Kisii","2023-05-28","stunted_child",197
"Kisii","2021-12-26","total_dewormed",2240
"Kisii","2021-12-26","underweight_child",238
"Kisii","2021-12-26","acute_malnutrition",21.4
"Kisii","2021-12-26","diarrhoea_cases",2243
"Kisii","2021-12-26","stunted_child",69
"Kisii","2022-01-30","total_dewormed",2400
"Kisii","2022-01-30","underweight_child",286
"Kisii","2022-01-30","acute_malnutrition",8.8
"Kisii","2022-01-30","diarrhoea_cases",2041
"Kisii","2022-01-30","stunted_child",73
"Kisii","2022-02-27","total_dewormed",2850
"Kisii","2022-02-27","underweight_child",176
"Kisii","2022-02-27","acute_malnutrition",24.6
"Kisii","2022-02-27","diarrhoea_cases",2271
"Kisii","2022-02-27","stunted_child",72
"Kisii","2022-03-27","total_dewormed",2497
"Kisii","2022-03-27","underweight_child",274
"Kisii","2022-03-27","acute_malnutrition",9.4
"Kisii","2022-03-27","diarrhoea_cases",1961
"Kisii","2022-03-27","stunted_child",82
"Kisii","2022-05-01","total_dewormed",2758
"Kisii","2022-05-01","underweight_child",206
"Kisii","2022-05-01","acute_malnutrition",23
"Kisii","2022-05-01","diarrhoea_cases",2380
"Kisii","2022-05-01","stunted_child",90
"Kisii","2022-05-29","total_dewormed",2336
"Kisii","2022-05-29","underweight_child",435
"Kisii","2022-05-29","acute_malnutrition",29.8
"Kisii","2022-05-29","diarrhoea_cases",2176
"Kisii","2022-05-29","stunted_child",139
"Kisii","2022-06-26","total_dewormed",2260
"Kisii","2022-06-26","underweight_child",375
"Kisii","2022-06-26","acute_malnutrition",30.4
"Kisii","2022-06-26","diarrhoea_cases",1638
"Kisii","2022-06-26","stunted_child",64
"Kisii","2022-07-31","total_dewormed",2379
"Kisii","2022-07-31","underweight_child",239
"Kisii","2022-07-31","acute_malnutrition",18.6
"Kisii","2022-07-31","diarrhoea_cases",1627
"Kisii","2022-07-31","stunted_child",92
"Kisii","2022-08-28","total_dewormed",3450
"Kisii","2022-08-28","underweight_child",170
"Kisii","2022-08-28","acute_malnutrition",23.8
"Kisii","2022-08-28","diarrhoea_cases",1808
"Kisii","2022-08-28","stunted_child",116
"Kisii","2022-09-25","total_dewormed",3174
"Kisii","2022-09-25","underweight_child",221
"Kisii","2022-09-25","acute_malnutrition",9.4
"Kisii","2022-09-25","diarrhoea_cases",1964
"Kisii","2022-09-25","stunted_child",118
"Kisii","2022-10-30","total_dewormed",4393
"Kisii","2022-10-30","underweight_child",223
"Kisii","2022-10-30","acute_malnutrition",4
"Kisii","2022-10-30","diarrhoea_cases",1934
"Kisii","2022-10-30","stunted_child",76
"Kisii","2022-11-27","total_dewormed",3417
"Kisii","2022-11-27","underweight_child",278
"Kisii","2022-11-27","acute_malnutrition",3
"Kisii","2022-11-27","diarrhoea_cases",1565
"Kisii","2022-11-27","stunted_child",223
"Kisii","2020-12-27","total_dewormed",774
"Kisii","2020-12-27","underweight_child",340
"Kisii","2020-12-27","acute_malnutrition",28.4
"Kisii","2020-12-27","diarrhoea_cases",678
"Kisii","2020-12-27","stunted_child",28
"Kisii","2021-01-31","total_dewormed",1576
"Kisii","2021-01-31","underweight_child",367
"Kisii","2021-01-31","acute_malnutrition",19.6
"Kisii","2021-01-31","diarrhoea_cases",1325
"Kisii","2021-01-31","stunted_child",80
"Kisii","2021-02-28","total_dewormed",4585
"Kisii","2021-02-28","underweight_child",541
"Kisii","2021-02-28","acute_malnutrition",21.2
"Kisii","2021-02-28","diarrhoea_cases",2376
"Kisii","2021-02-28","stunted_child",345
"Kisii","2021-03-28","total_dewormed",2451
"Kisii","2021-03-28","underweight_child",417
"Kisii","2021-03-28","acute_malnutrition",35.8
"Kisii","2021-03-28","diarrhoea_cases",1835
"Kisii","2021-03-28","stunted_child",538
"Kisii","2021-04-25","total_dewormed",2875
"Kisii","2021-04-25","underweight_child",439
"Kisii","2021-04-25","acute_malnutrition",33.4
"Kisii","2021-04-25","diarrhoea_cases",1886
"Kisii","2021-04-25","stunted_child",475
"Kisii","2021-05-30","total_dewormed",3919
"Kisii","2021-05-30","underweight_child",589
"Kisii","2021-05-30","acute_malnutrition",21.2
"Kisii","2021-05-30","diarrhoea_cases",2325
"Kisii","2021-05-30","stunted_child",299
"Kisii","2021-06-27","total_dewormed",2954
"Kisii","2021-06-27","underweight_child",449
"Kisii","2021-06-27","acute_malnutrition",16.4
"Kisii","2021-06-27","diarrhoea_cases",2137
"Kisii","2021-06-27","stunted_child",336
"Kisii","2021-08-01","total_dewormed",3290
"Kisii","2021-08-01","underweight_child",338
"Kisii","2021-08-01","acute_malnutrition",17.2
"Kisii","2021-08-01","diarrhoea_cases",2506
"Kisii","2021-08-01","stunted_child",276
"Kisii","2021-08-29","total_dewormed",2627
"Kisii","2021-08-29","underweight_child",532
"Kisii","2021-08-29","acute_malnutrition",12
"Kisii","2021-08-29","diarrhoea_cases",2574
"Kisii","2021-08-29","stunted_child",288
"Kisii","2021-09-26","total_dewormed",3021
"Kisii","2021-09-26","underweight_child",358
"Kisii","2021-09-26","acute_malnutrition",30
"Kisii","2021-09-26","diarrhoea_cases",2235
"Kisii","2021-09-26","stunted_child",233
"Kisii","2021-10-31","total_dewormed",2650
"Kisii","2021-10-31","underweight_child",200
"Kisii","2021-10-31","acute_malnutrition",24.6
"Kisii","2021-10-31","diarrhoea_cases",2235
"Kisii","2021-10-31","stunted_child",73
"Kisii","2021-11-28","total_dewormed",2040
"Kisii","2021-11-28","underweight_child",209
"Kisii","2021-11-28","acute_malnutrition",24.8
"Kisii","2021-11-28","diarrhoea_cases",2471
"Kisii","2021-11-28","stunted_child",89
"Kisumu","2023-01-01","total_dewormed",4840
"Kisumu","2023-01-01","underweight_child",734
"Kisumu","2023-01-01","acute_malnutrition",207
"Kisumu","2023-01-01","diarrhoea_cases",3265
"Kisumu","2023-01-01","stunted_child",213
"Kisumu","2023-01-29","total_dewormed",5430
"Kisumu","2023-01-29","underweight_child",718
"Kisumu","2023-01-29","acute_malnutrition",247
"Kisumu","2023-01-29","diarrhoea_cases",5559
"Kisumu","2023-01-29","stunted_child",389
"Kisumu","2023-02-26","total_dewormed",5554
"Kisumu","2023-02-26","underweight_child",628
"Kisumu","2023-02-26","acute_malnutrition",241
"Kisumu","2023-02-26","diarrhoea_cases",3533
"Kisumu","2023-02-26","stunted_child",232
"Kisumu","2023-03-26","total_dewormed",3983
"Kisumu","2023-03-26","underweight_child",678
"Kisumu","2023-03-26","acute_malnutrition",157
"Kisumu","2023-03-26","diarrhoea_cases",1978
"Kisumu","2023-03-26","stunted_child",493
"Kisumu","2023-04-30","total_dewormed",35214
"Kisumu","2023-04-30","underweight_child",1041
"Kisumu","2023-04-30","acute_malnutrition",260
"Kisumu","2023-04-30","diarrhoea_cases",5259
"Kisumu","2023-04-30","stunted_child",602
"Kisumu","2023-05-28","total_dewormed",4278
"Kisumu","2023-05-28","underweight_child",1258
"Kisumu","2023-05-28","acute_malnutrition",370
"Kisumu","2023-05-28","diarrhoea_cases",2805
"Kisumu","2023-05-28","stunted_child",253
"Kisumu","2021-12-26","total_dewormed",4425
"Kisumu","2021-12-26","underweight_child",710
"Kisumu","2021-12-26","acute_malnutrition",107
"Kisumu","2021-12-26","diarrhoea_cases",3192
"Kisumu","2021-12-26","stunted_child",286
"Kisumu","2022-01-30","total_dewormed",4625
"Kisumu","2022-01-30","underweight_child",617
"Kisumu","2022-01-30","acute_malnutrition",196
"Kisumu","2022-01-30","diarrhoea_cases",3272
"Kisumu","2022-01-30","stunted_child",321
"Kisumu","2022-02-27","total_dewormed",4556
"Kisumu","2022-02-27","underweight_child",942
"Kisumu","2022-02-27","acute_malnutrition",162
"Kisumu","2022-02-27","diarrhoea_cases",4593
"Kisumu","2022-02-27","stunted_child",304
"Kisumu","2022-03-27","total_dewormed",4732
"Kisumu","2022-03-27","underweight_child",843
"Kisumu","2022-03-27","acute_malnutrition",135
"Kisumu","2022-03-27","diarrhoea_cases",2572
"Kisumu","2022-03-27","stunted_child",343
"Kisumu","2022-05-01","total_dewormed",5400
"Kisumu","2022-05-01","underweight_child",1313
"Kisumu","2022-05-01","acute_malnutrition",183
"Kisumu","2022-05-01","diarrhoea_cases",3050
"Kisumu","2022-05-01","stunted_child",236
"Kisumu","2022-05-29","total_dewormed",6880
"Kisumu","2022-05-29","underweight_child",1129
"Kisumu","2022-05-29","acute_malnutrition",224
"Kisumu","2022-05-29","diarrhoea_cases",3613
"Kisumu","2022-05-29","stunted_child",507
"Kisumu","2022-06-26","total_dewormed",5352
"Kisumu","2022-06-26","underweight_child",780
"Kisumu","2022-06-26","acute_malnutrition",170
"Kisumu","2022-06-26","diarrhoea_cases",2565
"Kisumu","2022-06-26","stunted_child",483
"Kisumu","2022-07-31","total_dewormed",4633
"Kisumu","2022-07-31","underweight_child",788
"Kisumu","2022-07-31","acute_malnutrition",109
"Kisumu","2022-07-31","diarrhoea_cases",2000
"Kisumu","2022-07-31","stunted_child",430
"Kisumu","2022-08-28","total_dewormed",5457
"Kisumu","2022-08-28","underweight_child",732
"Kisumu","2022-08-28","acute_malnutrition",238
"Kisumu","2022-08-28","diarrhoea_cases",2156
"Kisumu","2022-08-28","stunted_child",334
"Kisumu","2022-09-25","total_dewormed",6174
"Kisumu","2022-09-25","underweight_child",1607
"Kisumu","2022-09-25","acute_malnutrition",218
"Kisumu","2022-09-25","diarrhoea_cases",2535
"Kisumu","2022-09-25","stunted_child",2184
"Kisumu","2022-10-30","total_dewormed",42358
"Kisumu","2022-10-30","underweight_child",813
"Kisumu","2022-10-30","acute_malnutrition",201
"Kisumu","2022-10-30","diarrhoea_cases",2568
"Kisumu","2022-10-30","stunted_child",180
"Kisumu","2022-11-27","total_dewormed",5054
"Kisumu","2022-11-27","underweight_child",868
"Kisumu","2022-11-27","acute_malnutrition",188
"Kisumu","2022-11-27","diarrhoea_cases",2409
"Kisumu","2022-11-27","stunted_child",192
"Kisumu","2020-12-27","total_dewormed",1893
"Kisumu","2020-12-27","underweight_child",433
"Kisumu","2020-12-27","acute_malnutrition",11
"Kisumu","2020-12-27","diarrhoea_cases",2580
"Kisumu","2020-12-27","stunted_child",62
"Kisumu","2021-01-31","total_dewormed",2703
"Kisumu","2021-01-31","underweight_child",475
"Kisumu","2021-01-31","acute_malnutrition",38
"Kisumu","2021-01-31","diarrhoea_cases",2177
"Kisumu","2021-01-31","stunted_child",85
"Kisumu","2021-02-28","total_dewormed",6782
"Kisumu","2021-02-28","underweight_child",770
"Kisumu","2021-02-28","acute_malnutrition",56
"Kisumu","2021-02-28","diarrhoea_cases",3747
"Kisumu","2021-02-28","stunted_child",274
"Kisumu","2021-03-28","total_dewormed",5061
"Kisumu","2021-03-28","underweight_child",767
"Kisumu","2021-03-28","acute_malnutrition",38
"Kisumu","2021-03-28","diarrhoea_cases",2491
"Kisumu","2021-03-28","stunted_child",175
"Kisumu","2021-04-25","total_dewormed",4996
"Kisumu","2021-04-25","underweight_child",677
"Kisumu","2021-04-25","acute_malnutrition",13
"Kisumu","2021-04-25","diarrhoea_cases",3336
"Kisumu","2021-04-25","stunted_child",123
"Kisumu","2021-05-30","total_dewormed",5628
"Kisumu","2021-05-30","underweight_child",556
"Kisumu","2021-05-30","acute_malnutrition",32
"Kisumu","2021-05-30","diarrhoea_cases",3343
"Kisumu","2021-05-30","stunted_child",83
"Kisumu","2021-06-27","total_dewormed",4449
"Kisumu","2021-06-27","underweight_child",1205
"Kisumu","2021-06-27","acute_malnutrition",60
"Kisumu","2021-06-27","diarrhoea_cases",2432
"Kisumu","2021-06-27","stunted_child",196
"Kisumu","2021-08-01","total_dewormed",5086
"Kisumu","2021-08-01","underweight_child",1033
"Kisumu","2021-08-01","acute_malnutrition",39
"Kisumu","2021-08-01","diarrhoea_cases",3061
"Kisumu","2021-08-01","stunted_child",188
"Kisumu","2021-08-29","total_dewormed",5486
